room_id,hotel_id,room_number,room_type,floor,size_sqm,bed_type,max_occupancy,price_per_night,status,view_type,is_accessible,is_smoking,amenities,condition_rating,last_renovated,has_balcony,has_bathtub,accessibility_features
67bdb2bf-4c97-45cc-946d-7d0d683b28f2,d9bf33b8-1840-414d-98c6-28783bd17201,206,Deluxe,2,43.1,1 King,2,409.97,CLEANING,Partial Sea,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",3,2016,False,False,
512ab144-52b8-4047-900a-396737f03d11,d9bf33b8-1840-414d-98c6-28783bd17201,207,Suite,2,97.6,1 King + Living,2,1123.87,AVAILABLE,Executive,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi",3,2007,False,False,
a37313d9-b962-4113-b3b1-268e3cac97cf,d9bf33b8-1840-414d-98c6-28783bd17201,208,Standard,2,21.4,2 Singles,3,320.0,MAINTENANCE,Garden,False,True,"TV, WiFi, Safe, AC",3,2026,False,False,
dc6a3043-2a46-4a78-8e89-0810730b4b56,d9bf33b8-1840-414d-98c6-28783bd17201,209,Family,2,39.8,Bunk Beds + Queen,3,557.41,AVAILABLE,Pool,False,False,"TV, WiFi, Safe, AC, Minibar, Kitchenette, Extra Beds Available",4,2011,False,True,
9ecd0bf8-17ce-4563-8c00-a8ee6e222025,d9bf33b8-1840-414d-98c6-28783bd17201,210,Standard,2,23.9,1 Queen,2,399.0,OCCUPIED,Garden,True,False,"TV, WiFi, Safe, AC",5,2012,False,False,"Wheelchair Access, Grab Bars, Roll-in Shower"
f55d4e40-55b2-47dd-9277-37b1ed5291db,d9bf33b8-1840-414d-98c6-28783bd17201,211,Family,2,46.9,2 Queens,4,540.0,OCCUPIED,Pool,False,False,"TV, WiFi, Safe, AC, Minibar, Kitchenette, Extra Beds Available",4,2006,True,False,
2a728d6a-8364-4c5a-a83d-8bb6f5d1f86e,d9bf33b8-1840-414d-98c6-28783bd17201,212,Executive,2,52.4,1 King,2,795.0,OCCUPIED,Executive Floor,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access, Hairdryer",3,2024,True,True,
3883f994-e3c5-46af-8e30-2fc59000d96f,d9bf33b8-1840-414d-98c6-28783bd17201,301,Suite,3,103.3,2 Bedroom Suite,4,1199.0,AVAILABLE,City Skyline,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi",5,2014,False,False,
4552b727-c3bb-4142-a1cc-43806d8c3be6,d9bf33b8-1840-414d-98c6-28783bd17201,302,Deluxe,3,33.1,2 Queens,4,600.0,AVAILABLE,City,False,True,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Shower, Bathtub",5,2022,True,True,
b86043f3-dc80-4db2-ba84-45a6d2326b62,d9bf33b8-1840-414d-98c6-28783bd17201,303,Standard,3,24.3,2 Singles,3,350.0,AVAILABLE,City,False,False,"TV, WiFi, Safe, AC",5,2007,True,True,
c48c9e8f-cfab-4ba0-baf5-a534ec69eabe,d9bf33b8-1840-414d-98c6-28783bd17201,304,Standard,3,27.4,1 Queen,2,235.69,AVAILABLE,Street,False,False,"TV, WiFi, Safe, AC",5,2021,False,False,
77e6721d-50c3-45bf-aea8-4f10521bcbc4,d9bf33b8-1840-414d-98c6-28783bd17201,305,Standard,3,28.4,1 Queen,2,299.0,MAINTENANCE,City,False,False,"TV, WiFi, Safe, AC",4,2009,False,False,
3d2f079b-4216-4bbc-8a85-a5cd74b33f55,d9bf33b8-1840-414d-98c6-28783bd17201,306,Suite,3,58.9,1 King + Living,2,1413.16,AVAILABLE,Sea View,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi",4,2007,True,False,
68915682-eb32-4fd3-91cb-46fde37756f0,d9bf33b8-1840-414d-98c6-28783bd17201,307,Family,3,39.5,2 Queens,4,525.4,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC, Minibar, Kitchenette, Extra Beds Available",1,2012,True,True,
2bd4602b-9ec1-4065-a4f8-2f224837ca04,d9bf33b8-1840-414d-98c6-28783bd17201,308,Suite,3,97.3,1 King + Living,2,2210.0,AVAILABLE,Panoramic,False,True,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi, Desk, Room Service, Wake-up Service",3,2012,True,True,
a45f35bc-d676-4a89-8ada-8f3eb97f6623,d9bf33b8-1840-414d-98c6-28783bd17201,309,Standard,3,27.2,1 King,2,399.0,MAINTENANCE,City,False,False,"TV, WiFi, Safe, AC, Minibar",5,2007,False,False,
b2257281-3189-4136-a337-8da1f7c352c2,d9bf33b8-1840-414d-98c6-28783bd17201,310,Standard,3,27.9,1 Queen,2,299.0,AVAILABLE,City,False,False,"TV, WiFi, Safe, AC",4,2023,False,True,
2b168b0a-cf3e-4683-9b6d-5ec2a9dcef10,d9bf33b8-1840-414d-98c6-28783bd17201,311,Standard,3,20.3,1 King,2,299.0,MAINTENANCE,Street,False,True,"TV, WiFi, Safe, AC",4,2008,False,False,
cace0e89-c200-442c-9d93-c9d6a6b9c48e,d9bf33b8-1840-414d-98c6-28783bd17201,312,Suite,3,64.6,1 King + Living,2,1255.0,AVAILABLE,City Skyline,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi",3,2020,True,False,
ec08c76f-3a20-4b5b-a7c2-775497ca315c,d9bf33b8-1840-414d-98c6-28783bd17201,401,Suite,4,65.1,1 King + Living,2,1275.71,AVAILABLE,Sea View,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi",5,2021,True,False,
f1b0ecb1-dc44-431d-9a55-118d00332dad,d9bf33b8-1840-414d-98c6-28783bd17201,402,Deluxe,4,42.3,2 Queens,2,799.0,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",5,2010,False,True,
b3ffdeea-5629-45c9-8c23-9b481e6f446c,d9bf33b8-1840-414d-98c6-28783bd17201,403,Standard,4,29.2,1 Queen,2,399.0,AVAILABLE,Garden,True,False,"TV, WiFi, Safe, AC",5,2008,False,True,"Wheelchair Access, Grab Bars, Roll-in Shower"
d4924e63-c573-4e65-9968-5532718c73b7,d9bf33b8-1840-414d-98c6-28783bd17201,404,Standard,4,26.3,1 Queen,2,399.0,CLEANING,City,False,True,"TV, WiFi, Safe, AC",5,2024,False,False,
d569ac94-d377-45d8-b4e8-936df9f7bbcc,d9bf33b8-1840-414d-98c6-28783bd17201,405,Standard,4,29.2,1 Queen,2,348.96,AVAILABLE,Street,False,False,"TV, WiFi, Safe, AC, Wake-up Service",3,2008,False,False,
0dff6ff8-4f70-4885-931d-872c3b443c0f,d9bf33b8-1840-414d-98c6-28783bd17201,406,Executive,4,41.3,2 Kings,2,656.12,AVAILABLE,Harbor,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access",4,2025,True,True,
9b919acd-120f-4596-b4c5-27c6e5ed88f9,d9bf33b8-1840-414d-98c6-28783bd17201,407,Standard,4,23.4,2 Singles,2,205.0,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC, Minibar, Room Service, Bathtub",4,2008,True,True,
8409a959-19b3-4556-9414-5e67ee78d4f5,d9bf33b8-1840-414d-98c6-28783bd17201,408,Standard,4,22.6,1 King,2,261.61,AVAILABLE,Garden,True,False,"TV, WiFi, Safe, AC, Minibar",3,2023,True,False,"Wheelchair Access, Grab Bars, Roll-in Shower"
4fa58156-a85c-4335-a170-5e060846eaaf,d9bf33b8-1840-414d-98c6-28783bd17201,409,Executive,4,45.7,1 King,2,899.0,OCCUPIED,City,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access",3,2024,False,False,
e100377c-60ac-4c26-a13f-c053441fdd9d,d9bf33b8-1840-414d-98c6-28783bd17201,410,Standard,4,25.8,1 Queen,2,220.0,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC",4,2025,False,True,
e603bb4d-cc0d-4ed2-957a-d477c8dd9a2d,d9bf33b8-1840-414d-98c6-28783bd17201,411,Standard,4,26.4,2 Singles,3,337.54,OCCUPIED,Street,False,False,"TV, WiFi, Safe, AC, Newspaper, Balcony, Shower",5,2014,False,True,
4b064b23-08db-4148-8e9e-d6e0bdfdd27b,d9bf33b8-1840-414d-98c6-28783bd17201,412,Standard,4,25.9,2 Singles,2,399.0,AVAILABLE,City,False,True,"TV, WiFi, Safe, AC, Bathtub, Balcony, Heating",5,2008,False,True,
81be90c4-63df-4fdb-9a94-682bb88842e3,d9bf33b8-1840-414d-98c6-28783bd17201,501,Standard,5,27.7,1 Queen,2,399.0,CLEANING,City,False,False,"TV, WiFi, Safe, AC",5,2016,False,False,
4212f05d-ab72-414f-b824-80faaa780793,d9bf33b8-1840-414d-98c6-28783bd17201,502,Deluxe,5,42.1,2 Queens,2,499.0,AVAILABLE,City,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",3,2007,False,True,
6bf108df-b278-4511-9727-663815602a01,d9bf33b8-1840-414d-98c6-28783bd17201,5C,Suite,5,92.2,2 Bedroom Suite,4,1299.0,OUT_OF_ORDER,Panoramic,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi, Hairdryer",2,2007,True,True,
ae177125-b8d1-4297-899f-ff574d6f5891,d9bf33b8-1840-414d-98c6-28783bd17201,504,Executive,5,50.0,2 Kings,2,799.0,RESERVED,City,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access",1,2010,False,False,
f41c4587-4704-4f2b-85d9-689f7d45a914,d9bf33b8-1840-414d-98c6-28783bd17201,505,Standard,5,23.7,2 Singles,4,353.69,AVAILABLE,Street,False,True,"TV, WiFi, Safe, AC",4,2021,True,False,
88c86ae7-f2f3-4717-86a2-c3db7e503a60,d9bf33b8-1840-414d-98c6-28783bd17201,506,Standard,5,22.6,2 Singles,4,295.0,AVAILABLE,Street,False,True,"TV, WiFi, Safe, AC",4,2016,False,False,
b5ff8b5f-fedc-492e-bf83-76f7445a68cb,d9bf33b8-1840-414d-98c6-28783bd17201,507,Standard,5,28.8,2 Singles,4,238.97,AVAILABLE,Street,False,False,"TV, WiFi, Safe, AC, Newspaper, Iron",3,2011,False,False,
6a0ffd84-4d58-44d4-9982-8f48bcb76beb,d9bf33b8-1840-414d-98c6-28783bd17201,508,Executive,5,45.1,1 King,2,965.0,AVAILABLE,Executive Floor,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access",5,2026,True,True,
d7f51749-6578-4446-b0cd-50740da9c537,d9bf33b8-1840-414d-98c6-28783bd17201,509,Suite,5,58.3,1 King + Living,2,1599.0,AVAILABLE,Panoramic,False,True,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi",5,2008,True,False,
0cc6598e-a190-4349-af5c-0a97ce03a335,d9bf33b8-1840-414d-98c6-28783bd17201,510,Deluxe,5,35.3,2 Queens,3,575.0,OCCUPIED,Garden,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",4,2025,False,False,
c642cb9a-a1bb-4580-b3c0-e0dc38efb9cf,d9bf33b8-1840-414d-98c6-28783bd17201,511,Deluxe,5,36.1,1 King,2,699.0,AVAILABLE,Partial Sea,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",5,2014,True,True,
7f255013-a303-460f-8f44-3a211a3ffd9e,d9bf33b8-1840-414d-98c6-28783bd17201,512,Deluxe,5,40.3,2 Queens,3,555.0,AVAILABLE,Partial Sea,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",5,2014,True,True,
9a4a39d6-3ae9-4213-895b-6ec3e3c01177,d9bf33b8-1840-414d-98c6-28783bd17201,601,Family,6,37.9,2 Queens,2,499.0,AVAILABLE,Garden,False,True,"TV, WiFi, Safe, AC, Minibar, Kitchenette, Extra Beds Available",4,2022,False,True,
a51af19b-13d1-4257-a481-2cf8787f2d68,d9bf33b8-1840-414d-98c6-28783bd17201,602,Suite,6,94.7,2 Bedroom Suite,3,2399.0,AVAILABLE,Sea View,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi",3,2023,True,True,
9785c8f5-4393-41bd-bbc3-ae40e9887b54,d9bf33b8-1840-414d-98c6-28783bd17201,603,Standard,6,22.1,1 King,2,355.0,AVAILABLE,Street,False,False,"TV, WiFi, Safe, AC, Hairdryer, Iron, Desk",4,2014,True,False,
de4db575-14e3-46af-bb08-2e4f6a93526d,d9bf33b8-1840-414d-98c6-28783bd17201,604,Standard,6,22.7,2 Singles,4,295.0,AVAILABLE,Street,False,False,"TV, WiFi, Safe, AC",3,2006,True,True,
960d24a2-f8ac-4111-9f89-4ec69823856a,d9bf33b8-1840-414d-98c6-28783bd17201,605,Deluxe,6,40.0,1 King,2,746.15,OCCUPIED,Partial Sea,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",3,2020,False,False,
aa9e3fb4-24e9-484b-ae74-b46092175ddc,d9bf33b8-1840-414d-98c6-28783bd17201,606,Executive,6,40.7,2 Kings,2,699.0,AVAILABLE,Harbor,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access, Desk",4,2007,False,True,
dfeab1cd-b457-4854-9626-99b7a283f5de,d9bf33b8-1840-414d-98c6-28783bd17201,6G,Deluxe,6,30.6,2 Queens,2,545.0,OCCUPIED,Garden,False,True,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",2,2014,False,False,
3640c7c7-185d-4608-a174-1033106bb432,d9bf33b8-1840-414d-98c6-28783bd17201,608,Family,6,43.5,2 Queens,3,455.0,OCCUPIED,Pool,False,False,"TV, WiFi, Safe, AC, Minibar, Kitchenette, Extra Beds Available",5,2019,False,True,
93b9035c-5f34-4b7f-8687-c1cf485644a5,d9bf33b8-1840-414d-98c6-28783bd17201,609,Executive,6,45.7,2 Kings,2,915.68,AVAILABLE,Harbor,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access, Wake-up Service, Hairdryer",3,2021,True,True,
bda40802-37df-4ed2-96cd-484ba956cc35,d9bf33b8-1840-414d-98c6-28783bd17201,610,Family,6,45.6,2 Queens,3,402.34,CLEANING,Pool,False,False,"TV, WiFi, Safe, AC, Minibar, Kitchenette, Extra Beds Available",3,2023,False,False,
629f3a46-3601-4931-b25c-b2a1c3902351,d9bf33b8-1840-414d-98c6-28783bd17201,611,Family,6,41.5,Bunk Beds + Queen,3,445.0,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC, Minibar, Kitchenette, Extra Beds Available",2,2012,False,False,
cb533164-41bc-4f71-aa9f-d9632411289f,d9bf33b8-1840-414d-98c6-28783bd17201,612,Executive,6,40.4,1 King,2,680.0,AVAILABLE,Executive Floor,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access",4,2015,False,True,
a0ffd279-3fa9-4358-ae86-2a1bb4fcc110,d9bf33b8-1840-414d-98c6-28783bd17201,701,Standard,7,24.6,1 King,2,285.0,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC, Bathtub, Newspaper, Heating",5,2022,True,False,
e734ba0d-e936-4677-b72d-68e701688835,d9bf33b8-1840-414d-98c6-28783bd17201,7B,Standard,7,26.8,1 King,2,399.0,OCCUPIED,Street,True,False,"TV, WiFi, Safe, AC",1,2012,False,False,"Wheelchair Access, Grab Bars, Roll-in Shower"
7e94e183-879c-4b90-af66-074ff4acf247,d9bf33b8-1840-414d-98c6-28783bd17201,703,Standard,7,28.9,1 King,2,216.69,OCCUPIED,Street,False,False,"TV, WiFi, Safe, AC, Desk, Minibar",4,2023,True,True,
91475ba3-8491-4bbf-a3a0-2edfcb5392eb,d9bf33b8-1840-414d-98c6-28783bd17201,704,Executive,7,52.8,2 Kings,2,898.61,AVAILABLE,Harbor,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access, Balcony, Wake-up Service",3,2014,False,True,
796f8af3-12ee-45ec-b56b-ee33735e7ca9,d9bf33b8-1840-414d-98c6-28783bd17201,705,Executive,7,45.9,2 Kings,2,799.0,AVAILABLE,Harbor,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access",5,2018,False,True,
7c0e106b-cc94-479f-9c8d-952f12d6304d,d9bf33b8-1840-414d-98c6-28783bd17201,706,Standard,7,20.8,1 King,2,320.0,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC, Bathtub",4,2020,False,True,
7ee89e64-2228-4b9c-8999-b06e500d0ccb,d9bf33b8-1840-414d-98c6-28783bd17201,707,Standard,7,28.9,1 Queen,2,224.09,AVAILABLE,City,False,True,"TV, WiFi, Safe, AC, Room Service, Bathtub",4,2010,False,False,
012b34a8-670e-46c7-86c1-43b0ff9e081c,d9bf33b8-1840-414d-98c6-28783bd17201,708,Deluxe,7,42.1,2 Queens,2,499.0,AVAILABLE,City,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",2,2014,True,True,
5e55632a-105e-49af-8fbd-1f018e73acac,d9bf33b8-1840-414d-98c6-28783bd17201,709,Deluxe,7,39.2,1 King,2,655.0,AVAILABLE,Garden,False,True,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Hairdryer, Desk",3,2013,False,True,
938981aa-bc69-431b-8db2-5bd4d76448a7,d9bf33b8-1840-414d-98c6-28783bd17201,710,Deluxe,7,30.2,2 Queens,3,599.0,OCCUPIED,City,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Room Service",3,2007,False,True,
3a0afd0d-0245-4ea9-86fd-f8c7a137b4fc,d9bf33b8-1840-414d-98c6-28783bd17201,711,Suite,7,55.9,1 King + Living,2,1984.26,AVAILABLE,City Skyline,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi",3,2013,False,False,
c92f1cec-c06c-4df3-a9d9-cdd7214383bb,d9bf33b8-1840-414d-98c6-28783bd17201,712,Standard,7,28.8,1 Queen,2,165.8,MAINTENANCE,City,False,False,"TV, WiFi, Safe, AC",5,2016,False,True,
0e0de53d-e706-49b0-a8bb-ced2014f8b7f,d9bf33b8-1840-414d-98c6-28783bd17201,801,Standard,8,23.0,2 Singles,4,267.82,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC",5,2012,True,True,
decf11a1-25a1-45f3-8273-de139d9625c7,d9bf33b8-1840-414d-98c6-28783bd17201,802,Deluxe,8,30.5,1 King,2,710.0,AVAILABLE,Partial Sea,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",3,2024,False,False,
93dfe600-6a80-4bf4-a06a-7f4965161f8f,d9bf33b8-1840-414d-98c6-28783bd17201,803,Standard,8,29.2,1 Queen,2,399.0,AVAILABLE,Garden,False,True,"TV, WiFi, Safe, AC",4,2025,False,False,
e94d39a9-c402-40dd-96b2-95edfe37ce5a,d9bf33b8-1840-414d-98c6-28783bd17201,804,Deluxe,8,44.7,2 Queens,3,729.92,AVAILABLE,City,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",3,2023,False,True,
6927127b-0c3d-48f4-8abe-945f0adf3d22,d9bf33b8-1840-414d-98c6-28783bd17201,805,Deluxe,8,30.7,2 Queens,4,799.0,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine",3,2020,True,True,
64fe5165-ddc1-43b0-a4d5-c38ae57c4628,d9bf33b8-1840-414d-98c6-28783bd17201,8F,Suite,8,91.9,1 King + Living,2,1885.0,CLEANING,Executive,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi, Wake-up Service, Iron, Newspaper",2,2011,True,True,
b5abb132-6f4d-400d-8eeb-b5f8697b347c,d9bf33b8-1840-414d-98c6-28783bd17201,807,Standard,8,29.3,1 Queen,2,270.0,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC, Newspaper, Hairdryer",5,2022,True,True,
dd4cb533-fb02-4709-95cc-52afc6b3e8fa,d9bf33b8-1840-414d-98c6-28783bd17201,808,Executive,8,42.2,2 Kings,2,699.0,MAINTENANCE,Executive Floor,True,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access",5,2007,True,True,"Wheelchair Access, Grab Bars, Roll-in Shower"
2892987a-fbd3-414a-86ff-baeb6c7867c7,d9bf33b8-1840-414d-98c6-28783bd17201,809,Standard,8,23.5,1 King,2,299.0,AVAILABLE,Garden,False,False,"TV, WiFi, Safe, AC, Iron, Minibar",4,2009,True,False,
eca82119-b1c0-4944-98f5-14d57abfac72,d9bf33b8-1840-414d-98c6-28783bd17201,810,Standard,8,21.2,2 Singles,2,299.0,AVAILABLE,Garden,False,True,"TV, WiFi, Safe, AC",3,2008,True,True,
14015404-8838-43a4-9dc9-67356e417d8a,d9bf33b8-1840-414d-98c6-28783bd17201,811,Standard,8,23.2,2 Singles,3,299.0,MAINTENANCE,Street,False,False,"TV, WiFi, Safe, AC",4,2011,False,True,
82a4b7b8-c20a-46c9-9e07-9495cc8e13bd,d9bf33b8-1840-414d-98c6-28783bd17201,812,Executive,8,46.8,1 King,2,915.0,AVAILABLE,Executive Floor,True,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access, Heating",4,2007,False,True,"Wheelchair Access, Grab Bars, Roll-in Shower"
db813ce0-c9d5-47ae-917d-d364ef403cb5,d9bf33b8-1840-414d-98c6-28783bd17201,901,Executive,9,45.8,2 Kings,2,799.0,OCCUPIED,City,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access",3,2007,False,True,
ca01a746-3e88-4c0f-a855-25bfe27d4ab2,d9bf33b8-1840-414d-98c6-28783bd17201,902,Executive,9,49.0,1 King,2,1099.0,AVAILABLE,City,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Lounge Access",3,2020,True,True,
6ae2358f-c70c-4c71-bed8-b2826521fde1,d9bf33b8-1840-414d-98c6-28783bd17201,903,Suite,9,104.8,1 King + Living,2,1360.0,AVAILABLE,Executive,False,False,"TV, WiFi, Safe, AC, Minibar, Coffee Machine, Work Desk, Kitchenette, Separate Living, Jacuzzi, Balcony, Bathtub",3,2019,False,True,
