transaction_id,account_id,transaction_date,transaction_time,amount,debit_credit,status,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_id,customer_id,loan_type,payment_type,is_recovery_attempt
TXNL20240000038,ACC0110699,2024-11-01,03:17:36,203.65,Debit,Success,Loan Payment - LN2024BRK000018,False,,2.5,,Automated,LN2024BRK000018,IND23000183,Vehicle Loan,standard_payment,False
TXNL20240000039,ACC0110699,2024-12-01,03:53:30,203.65,Debit,Cancelled,,False,,2.5,,Automated,LN2024BRK000018,IND23000183,Vehicle Loan,standard_payment,False
TXNL20240000040,ACC0113950,2024-11-27,04:42:20,3607.27,Debit,Cancelled,Loan Payment - LN2024LMF000019,False,,2.5,,Automated,LN2024LMF000019,IND23000203,Home Loan,standard_payment,False
TXNL20240000041,ACC0113950,2024-12-27,02:48:44,3607.27,Debit,Completed,Loan Payment - LN2024LMF000019,False,,2.5,,Automated,LN2024LMF000019,IND23000203,Home Loan,standard_payment,False
TXNL20240000042,ACC0080013,2024-10-01,03:48:14,71.87,Debit,Completed,Loan Payment - LN2024DIG000020,False,,2.5,,Automated,LN2024DIG000020,IND23000211,Vehicle Loan,standard_payment,False
TXNL20240000043,ACC0080013,2024-11-01,04:19:43,71.87,Debit,Completed,Loan Payment - LN2024DIG000020,False,,2.5,,Automated,LN2024DIG000020,IND23000211,Vehicle Loan,standard_payment,False
TXNL20240000044,ACC0080013,2024-12-01,04:08:09,71.87,Debit,Completed,Loan Payment - LN2024DIG000020,False,,2.5,,Automated,LN2024DIG000020,IND23000211,Vehicle Loan,standard_payment,False
TXNL20240000045,ACC0090043,2024-07-26,02:56:40,355.47,Debit,Completed,Loan Payment - LN2024APP000021,False,,2.5,,Automated,LN2024APP000021,IND23000219,Vehicle Loan,standard_payment,False
TXNL20240000046,ACC0090043,2024-08-26,02:00:31,355.47,Debit,Completed,Loan Payment - LN2024APP000021,False,,2.5,,Automated,LN2024APP000021,IND23000219,Vehicle Loan,standard_payment,False
TXNL20240000047,ACC0090043,2024-09-26,04:43:22,373.24,Debit,Completed,Loan Payment - LN2024APP000021- Late Payment (Fee: R17.77),False,,2.5,,Automated,LN2024APP000021,IND23000219,Vehicle Loan,late_payment,False
TXNL20240000048,ACC0090043,2024-10-26,04:21:01,355.47,Debit,Completed,Loan Payment - LN2024APP000021,False,,2.5,,Automated,LN2024APP000021,IND23000219,Vehicle Loan,standard_payment,False
TXNL20240000049,ACC0090043,2024-11-26,25:30:00,355.47,Debit,Completed,Loan Payment - LN2024APP000021,False,,2.5,,Mobile,LN2024APP000021,IND23000219,Vehicle Loan,standard_payment,False
TXNL20240000050,ACC0090043,2024-12-26,04:55:09,355.47,Debit,Completed,Loan Payment - LN2024APP000021,False,,2.5,,Automated,LN2024APP000021,IND23000219,Vehicle Loan,standard_payment,False
TXNL20240000051,ACC0088985,2024-09-27,04:53:26,224.67,Debit,Completed,Loan Payment - LN2024DIG000022,False,,2.5,,Automated,LN2024DIG000022,IND23000228,Personal Loan,standard_payment,False
TXNL20240000052,ACC0088985,2024-10-27,02:25:08,224.67,Debit,Completed,Loan Payment - LN2024DIG000022,False,,2.5,,Automated,LN2024DIG000022,IND23000228,Personal Loan,standard_payment,False
TXNL20240000053,ACC0088985,2024-11-27,02:19:20,224.67,Debit,Completed,,False,,2.5,,Automated,LN2024DIG000022,IND23000228,Personal Loan,standard_payment,False
TXNL20240000054,ACC0088985,2024-12-27,02:32:42,224.67,Debit,Completed,Loan Payment - LN2024DIG000022,False,,2.5,,Online,LN2024DIG000022,IND23000228,Personal Loan,standard_payment,False
TXNL20240000055,ACC0088985,2024-01-26,04:07:54,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000056,ACC0088985,2024-02-26,02:22:21,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000057,ACC0088985,2024-03-26,03:51:35,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,True,,10.0,,Online,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000058,ACC0088985,2024-04-26,02:50:22,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000059,ACC0088985,2024-05-26,02:36:54,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000060,ACC0088985,2024-06-26,04:39:04,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000061,ACC0088985,2024-07-26,02:43:24,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000062,ACC0088985,2024-08-26,04:38:26,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,false,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000063,ACC0088985,2024-09-26,03:17:09,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000064,ACC0088985,2024-10-26,03:41:22,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000065,ACC0088985,2024-11-26,03:29:35,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Automated,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000066,ACC0088985,2024-12-26,06:36:11,364.96,Debit,Completed,Loan Payment - LN2024DIG000023,False,,2.5,,Online,LN2024DIG000023,IND23000228,Vehicle Loan,standard_payment,False
TXNL20240000067,ACC0112562,2024-01-26,04:19:45,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000068,ACC0112562,2024-02-26,02:18:41,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000069,ACC0112562,2024-03-26,04:10:26,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000070,ACC0112562,2024-04-26,02:36:31,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000071,ACC0112562,2024-05-26,03:56:44,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000072,ACC0112562,2024-06-26,04:45:49,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000073,ACC0112562,2024-07-26,02:40:52,111.35,Debit,Completed,Loan Payment - LN2024APP000024- Extra Principal Payment,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,extra_payment,False
TXNL20240000073,ACC0112562,2024-08-26,02:35:17,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
 TXNL20240000075 ,ACC0112562,2024-09-26,05:28:39,79.98,Debit,Completed,,False,,2.5,,Online,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000076,ACC0112562,2024-10-26,04:35:24,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000077,ACC0112562,2024-11-26,03:23:43,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000078,ACC0112562,2024-12-26,02:58:13,79.98,Debit,Completed,Loan Payment - LN2024APP000024,False,,2.5,,Automated,LN2024APP000024,IND23000245,Personal Loan,standard_payment,False
TXNL20240000079,ACC0112562,2024-05-26,04:54:18,99.67,Debit,Completed,Loan Payment - LN2024BRM000025,False,,2.5,,Automated,LN2024BRM000025,IND23000245,Vehicle Loan,standard_payment,False
TXNL20240000080,ACC0112562,2024-06-26,04:04:23,99.67,Debit,Completed,Loan Payment - LN2024BRM000025,False,,2.5,,Automated,LN2024BRM000025,IND23000245,Vehicle Loan,standard_payment,False
TXNL20240000081,ACC0112562,2024-07-26,02:29:06,99.67,Debit,Completed,Loan Payment - LN2024BRM000025,No,,2.5,,Automated,LN2024BRM000025,IND23000245,Vehicle Loan,standard_payment,False
TXNL20240000082,ACC0112562,2024-08-26,04:08:01,99.67,Debit,Completed,Loan Payment - LN2024BRM000025,False,,2.5,,Automated,LN2024BRM000025,IND23000245,Vehicle Loan,standard_payment,False
TXNL20240000083,ACC0112562,2024-09-26,03:59:13,99.67,Debit,Completed,Loan Payment - LN2024BRM000025,False,,2.5,,Online,LN2024BRM000025,IND23000245,Vehicle Loan,standard_payment,False
TXNL20240000084,ACC0112562,2024-10-26,02:13:55,99.67,Debit,Cancelled,Loan Payment - LN2024BRM000025,False,,2.5,,Automated,LN2024BRM000025,IND23000245,Vehicle Loan,standard_payment,False
TXNL20240000085,ACC0112562,2024-11-26,05:29:45,99.67,Debit,Completed,Loan Payment - LN2024BRM000025,False,,2.5,,Online,LN2024BRM000025,IND23000245,Vehicle Loan,standard_payment,False
TXNL20240000086,ACC0112562,2024-12-26,04:23:30,104.65,Debit,Completed,Loan Payment - LN2024BRM000025- Late Payment (Fee: R4.98),False,,2.5,,Automated,LN2024BRM000025,IND23000245,Vehicle Loan,late_payment,False
TXNL20240000087,ACC0080865,2024-05-02,03:22:18,554.84,Debit,Completed,Loan Payment - LN2024BRM000026,False,,2.5,,Online,LN2024BRM000026,IND23000272,Personal Loan,standard_payment,False
TXNL20240000088,ACC0080865,2024-06-02,03:48:25,554.84,Debit,Completed,Loan Payment - LN2024BRM000026,False,,2.5,,,LN2024BRM000026,IND23000272,Personal Loan,standard_payment,False
TXNL20240000089,ACC0080865,2024-07-02,04:14:37,582.58,Debit,Completed,Loan Payment - LN2024BRM000026- Late Payment (Fee: R27.74),False,,2.5,,Automated,LN2024BRM000026,IND23000272,Personal Loan,late_payment,False
TXNL20240000090,ACC0080865,2024-08-02,02:13:31,554.84,Debit,Completed,Loan Payment - LN2024BRM000026,False,,2.5,,Automated,LN2024BRM000026,IND23000272,Personal Loan,standard_payment,False
TXNL20240000091,ACC0080865,2024-09-02,02:02:14,R554.84,Debit,Completed,Loan Payment - LN2024BRM000026,False,,2.5,,Automated,LN2024BRM000026,IND23000272,Personal Loan,standard_payment,False
TXNL20240000092,ACC0080865,2024-10-02,02:02:00,554.84,Debit,Completed,Loan Payment - LN2024BRM000026,False,,2.5,,Automated,LN2024BRM000026,IND23000272,Personal Loan,standard_payment,False
TXNL20240000093,ACC0080865,2024-11-02,03:27:11,554.84,Debit,Completed,Loan Payment - LN2024BRM000026,False,,2.5,,Automated,LN2024BRM000026,IND23000272,Personal Loan,standard_payment,False
TXNL20240000094,ACC0080865,2024-12-02,02:21:54,554.84,Debit,Completed,Loan Payment - LN2024BRM000026,False,,2.5,,Automated,LN2024BRM000026,IND23000272,Personal Loan,standard_payment,False
TXNL20240000095,ACC0080865,2024-12-01,03:26:09,643.44,Debit,Completed,Loan Payment - LN2024BRK000027,False,,2.5,,Automated,LN2024BRK000027,IND23000272,Home Loan,standard_payment,False
TXNL20240000096,ACC0089222,2024-09-01,03:14:59,139.74,Debit,Completed,Loan Payment - LN2024BRM000028,False,,2.5,,Automated,LN2024BRM000028,IND23000278,Personal Loan,standard_payment,False
TXNL20240000097,ACC0089222,2024-10-01,02:12:47,139.74,Debit,Completed,Loan Payment - LN2024BRM000028,False,,2.5,,Automated,LN2024BRM000028,IND23000278,Personal Loan,standard_payment,False
TXNL20240000098,ACC0089222,2024-11-01,02:40:36,139.74,Debit,Completed,,False,,2.5,,Automated,LN2024BRM000028,IND23000278,Personal Loan,standard_payment,False
TXNL20240000099,ACC0089222,2024-13-45,02:06:41,139.74,Debit,Completed,Loan Payment - LN2024BRM000028,False,,2.5,,Mobile,LN2024BRM000028,IND23000278,Personal Loan,standard_payment,False
TXNL20240000100,ACC0095645,2024-08-26,04:22:56,519.56,Debit,Completed,Loan Payment - LN2024APP000029,False,,2.5,,Automated,LN2024APP000029,IND23000282,Vehicle Loan,standard_payment,False
TXNL20240000101,ACC0095645,2024-09-26,03:33:22,519.56,Debit,Completed,Loan Payment - LN2024APP000029,False,,$2.5,,Automated,LN2024APP000029,IND23000282,Vehicle Loan,standard_payment,False
TXNL20240000102,ACC0095645,2024-10-26,04:10:54,519.56,Debit,Completed,Loan Payment - LN2024APP000029,False,,2.5,,Automated,LN2024APP000029,IND23000282,Vehicle Loan,standard_payment,False
TXNL20240000103,ACC0095645,2024-11-26,04:46:40,519.56,Debit,Completed,Loan Payment - LN2024APP000029,False,,2.5,,Automated,LN2024APP000029,IND23000282,Vehicle Loan,standard_payment,False
TXNL20240000104,ACC0095645,2024-12-26,03:30:21,519.56,Debit,Completed,Loan Payment - LN2024APP000029,False,,2.5,,Automated,LN2024APP000029,IND23000282,Vehicle Loan,standard_payment,False
TXNL20240000105,ACC0088929,2024-10-26,04:54:43,12.93,Debit,Failed,Loan Payment - LN2024APP000030,False,,2.5,,Automated,LN2024APP000030,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000106,ACC0088929,2024-11-26,03:06:53,12.93,Debit,Completed,Loan Payment - LN2024APP000030,False,,2.5,,Automated,LN2024APP000030,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000107,ACC0088929,2024-12-26,04:33:30,12.93,Debit,Completed,Loan Payment - LN2024APP000030,False,,2.5,,Automated,LN2024APP000030,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000108,ACC0088929,2024-01-27,02:00:04,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000109,ACC0088929,2024-02-27,02:54:09,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000110,ACC0088929,2024-03-27,03:46:35,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000111,ACC0088929,2024-04-27,04:23:00,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000112,ACC0088929,2024-05-27,04:35:50,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000113,ACC0088929,2024-06-27,04:33:42,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000114,ACC0088929,2024-07-27,,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000115,ACC0088929,2024-08-27,04:02:23,27.1,Debit,Completed,Loan Payment - LN2024DIG000031- Partial Payment,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,partial_payment,False
TXNL20240000116,ACC0088929,2024-09-27,04:05:25,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000117,ACC0088929,2024-10-27,02:03:21,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000118,ACC0088929,2024-11-27,03:33:38,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Automated,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000119,ACC0088929,2024-12-27,06:37:12,31.75,Debit,Completed,Loan Payment - LN2024DIG000031,False,,2.5,,Online,LN2024DIG000031,IND23000296,Vehicle Loan,standard_payment,False
TXNL20240000120,ACC0090173,2024-06-01,01:32:20,606.44,Debit,Completed,Loan Payment - LN2024DIG000032,False,,2.5,,Mobile,LN2024DIG000032,IND23000304,Vehicle Loan,standard_payment,False
TXNL20240000121,ACC0090173,2024-07-01,03:04:30,606.44,Debit,Completed,Loan Payment - LN2024DIG000032,False,,2.5,,Automated,LN2024DIG000032,IND23000304,Vehicle Loan,standard_payment,False
 TXNL20240000122 ,ACC0090173,2024-08-01,04:06:23,606.44,Debit,Completed,Loan Payment - LN2024DIG000032,False,,2.5,,Automated,LN2024DIG000032,IND23000304,Vehicle Loan,standard_payment,False
TXNL20240000123,ACC0090173,2024-09-01,02:22:14,606.44,Debit,Completed,  Loan Payment - LN2024DIG000032  ,False,,2.5,,Automated,LN2024DIG000032,IND23000304,Vehicle Loan,standard_payment,False
TXNL20240000124,ACC0090173,2024-10-01,04:04:07,606.44,Debit,Completed,Loan Payment - LN2024DIG000032,False,,2.5,,Automated,LN2024DIG000032,IND23000304,Vehicle Loan,standard_payment,False
TXNL20240000125,ACC0090173,2024-11-01,03:56:24,606.44,Debit,Completed,Loan Payment - LN2024DIG000032,False,,2.5,,Automated,LN2024DIG000032,IND23000304,Vehicle Loan,standard_payment,False
TXNL20240000126,ACC0090173,2024-12-01,02:17:59,606.44,Debit,Completed,Loan Payment - LN2024DIG000032,False,,2.5,,Automated,LN2024DIG000032,IND23000304,Vehicle Loan,standard_payment,False
TXNL20240000127,ACC0090173,2024-06-02,04:56:14,588.23,Debit,Completed,Loan Payment - LN2024DIG000033- Late Payment (Fee: R28.01),False,,2.5,,Automated,LN2024DIG000033,IND23000304,Home Loan,late_payment,False
TXNL20240000128,ACC0090173,2024-07-02,04:45:04,560.22,Debit,Completed,Loan Payment - LN2024DIG000033,False,,2.5,,Automated,LN2024DIG000033,IND23000304,Home Loan,standard_payment,False
TXNL20240000129,ACC0090173,2024-08-02,03:40:16,560.22,Debit,Completed,Loan Payment - LN2024DIG000033,False,,2.5,,Automated,LN2024DIG000033,IND23000304,Home Loan,standard_payment,False
TXNL20240000130,ACC0090173,2024-09-02,03:56:14,560.22,Debit,Completed,Loan Payment - LN2024DIG000033,False,,2.5,,Automated,LN2024DIG000033,IND23000304,Home Loan,standard_payment,False
TXNL20240000131,ACC0090173,2024-10-02,02:08:50,560.22,Debit,Completed,Loan Payment - LN2024DIG000033,False,,2.5,,Automated,LN2024DIG000033,IND23000304,Home Loan,standard_payment,False
TXNL20240000132,ACC0090173,2024-11-02,04:47:26,588.23,Debit,Completed,Loan Payment - LN2024DIG000033- Late Payment (Fee: R28.01),False,,2.5,,Automated,LN2024DIG000033,IND23000304,Home Loan,late_payment,False
TXNL20240000133,ACC0090173,2024-12-02,04:14:17,560.22,Debit,Completed,Loan Payment - LN2024DIG000033,False,,2.5,,Automated,LN2024DIG000033,IND23000304,Home Loan,standard_payment,False
TXNL20240000134,ACC0078904,2024-04-27,03:45:16,744.43,Debit,Completed,Loan Payment - LN2024APP000034,False,,2.5,,Automated,LN2024APP000034,IND23000373,Personal Loan,standard_payment,False
TXNL20240000135,ACC0078904,2024-05-27,02:39:59,744.43,Debit,Completed,Loan Payment - LN2024APP000034,False,,2.5,,Automated,LN2024APP000034,IND23000373,Personal Loan,standard_payment,False
