transaction_id,account_id,transaction_date,transaction_time,amount,debit_credit,status,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_id,customer_id,loan_type,payment_type,is_recovery_attempt
TXNL20230000035,ACC0113940,2023-10-02,03:20:17,248.45,Debit,Completed,Loan Payment - LN2023BRM000018,False,,2.5,,Automated,LN2023BRM000018,IND23000018,Personal Loan,standard_payment,False
TXNL20230000036,ACC0113940,2023-11-02,02:22:51,248.45,Debit,Completed,Loan Payment - LN2023BRM000018,False,,2.5,,Automated,LN2023BRM000018,IND23000018,Personal Loan,standard_payment,False
TXNL20230000037,ACC0113940,2023-12-02,03:34:02,248.45,Debit,Completed,Loan Payment - LN2023BRM000018,False,,2.5,,Automated,LN2023BRM000018,IND23000018,Personal Loan,standard_payment,False
TXNL20230000038,ACC0113940,2023-07-02,03:43:42,202.35,Debit,Completed,Loan Payment - LN2023DIG000019- Partial Payment,False,,2.5,,Automated,LN2023DIG000019,IND23000018,Vehicle Loan,partial_payment,False
TXNL20230000039,ACC0113940,2023-08-02,02:59:26,239.87,Debit,Completed,Loan Payment - LN2023DIG000019,False,,2.5,,Automated,LN2023DIG000019,IND23000018,Vehicle Loan,standard_payment,False
TXNL20230000040,ACC0113940,2023-09-02,03:11:09,239.87,Debit,Completed,Loan Payment - LN2023DIG000019,False,,2.5,,Automated,LN2023DIG000019,IND23000018,Vehicle Loan,standard_payment,False
TXNL20230000041,ACC0113940,2023-10-02,04:53:09,239.87,Debit,Completed,Loan Payment - LN2023DIG000019,False,,2.5,,Automated,LN2023DIG000019,IND23000018,Vehicle Loan,standard_payment,False
TXNL20230000042,ACC0113940,2023-11-02,06:14:33,239.87,Debit,Completed,Loan Payment - LN2023DIG000019,False,,2.5,,Online,LN2023DIG000019,IND23000018,Vehicle Loan,standard_payment,False
TXNL20230000043,ACC0113940,2023-12-02,04:43:36,239.87,Debit,Completed,Loan Payment - LN2023DIG000019,False,,2.5,,Automated,LN2023DIG000019,IND23000018,Vehicle Loan,standard_payment,False
TXNL20230000044,ACC0097579,2023-07-26,02:54:51,3020.21,Debit,Completed,Loan Payment - LN2023DIG000021,False,,2.5,,Automated,LN2023DIG000021,IND23000022,Personal Loan,standard_payment,False
TXNL20230000045,ACC0097579,2023-08-26,02:51:07,3020.21,Debit,Completed,Loan Payment - LN2023DIG000021,False,,2.5,,Automated,LN2023DIG000021,IND23000022,Personal Loan,standard_payment,False
TXNL20230000046,ACC0097579,2023-09-26,02:24:18,3020.21,Debit,Completed,Loan Payment - LN2023DIG000021,False,,2.5,,Automated,LN2023DIG000021,IND23000022,Personal Loan,standard_payment,False
TXNL20230000047,ACC0097579,2023-10-26,02:04:43,3020.21,Debit,Failed,Loan Payment - LN2023DIG000021,False,,2.5,,Automated,LN2023DIG000021,IND23000022,Personal Loan,standard_payment,False
TXNL20230000048,ACC0097579,2023-11-26,04:28:04,3020.21,Debit,Completed,Loan Payment - LN2023DIG000021,False,,2.5,,Automated,LN2023DIG000021,IND23000022,Personal Loan,standard_payment,False
TXNL20230000049,ACC0097579,2023-12-26,04:40:47,3020.21,Debit,Completed,Loan Payment - LN2023DIG000021,False,,2.5,,Automated,LN2023DIG000021,IND23000022,Personal Loan,standard_payment,False
TXNL20230000050,ACC0097579,2023-11-26,03:07:11,1361.05,Debit,Completed,Loan Payment - LN2023APP000022,False,,2.5,,,LN2023APP000022,IND23000022,Personal Loan,standard_payment,False
TXNL20230000051,ACC0097579,2023-12-26,02:44:20,1361.05,Debit,Completed,Loan Payment - LN2023APP000022,False,,2.5,,Automated,LN2023APP000022,IND23000022,Personal Loan,standard_payment,False
TXNL20230000052,ACC0106991,2023-12-28,02:11:15,177.5,Debit,Completed,Loan Payment - LN2023DIG000023,False,,2.5,,Automated,LN2023DIG000023,IND23000023,Personal Loan,standard_payment,False
TXNL20230000053,ACC0087085,2023-09-01,,465.3,Debit,Completed,Loan Payment - LN2023LMF000024,False,,2.5,,Automated,LN2023LMF000024,IND23000024,Home Loan,standard_payment,False
TXNL20230000054,ACC0087085,2023-10-01,02:46:42,465.3,Debit,Completed,Loan Payment - LN2023LMF000024,False,,2.5,,Automated,LN2023LMF000024,IND23000024,Home Loan,standard_payment,False
TXNL20230000055,ACC0087085,2023-11-01,02:22:04,465.3,Debit,Completed,Loan Payment - LN2023LMF000024,False,,2.5,,Mobile,LN2023LMF000024,IND23000024,Home Loan,standard_payment,False
TXNL20230000056,ACC0087085,2023-12-01,01:44:05,465.3,Debit,Completed,Loan Payment - LN2023LMF000024,False,,2.5,,Online,LN2023LMF000024,IND23000024,Home Loan,standard_payment,False
TXNL20230000057,ACC0103685,2023-12-26,01:44:36,97.52,Debit,Completed,Loan Payment - LN2023LMF000026,False,,2.5,,Mobile,LN2023LMF000026,IND23000025,Personal Loan,standard_payment,False
TXNL20230000058,ACC0116149,2023-11-02,03:05:31,184.19,Debit,Completed,Loan Payment - LN2023APP000027,False,,2.5,,Automated,LN2023APP000027,IND23000026,Personal Loan,standard_payment,False
TXNL20230000059,ACC0116149,2023-12-02,02:04:27,184.19,Debit,Completed,Loan Payment - LN2023APP000027,False,,2.5,,Automated,LN2023APP000027,IND23000026,Personal Loan,standard_payment,False
TXNL20230000060,ACC0078581,2023-10-01,03:06:11,292.77,Debit,Completed,Loan Payment - LN2023BRM000028,False,,2.5,,,LN2023BRM000028,IND23000027,Home Loan,standard_payment,False
TXNL20230000061,ACC0078581,2023-11-01,04:08:21,292.77,Debit,Completed,Loan Payment - LN2023BRM000028,False,,2.5,,Automated,LN2023BRM000028,IND23000027,Home Loan,standard_payment,False
TXNL20230000062,ACC0078581,2023-12-01,03:49:39,292.77,Debit,Completed,Loan Payment - LN2023BRM000028,False,,2.5,,Online,LN2023BRM000028,IND23000027,Home Loan,standard_payment,False
TXNL20230000063,ACC0082720,2023-04-01,Invalid Time,115.97,Debit,Completed,Loan Payment - LN2023BRM000030,False,,2.5,,Automated,LN2023BRM000030,IND23000028,Personal Loan,standard_payment,False
TXNL20230000064,ACC0082720,2023-05-01,06:16:36,115.97,Debit,Completed,Loan Payment - LN2023BRM000030,False,,2.5,,Mobile,LN2023BRM000030,IND23000028,Personal Loan,standard_payment,False
TXNL20230000065,ACC0082720,2023-06-01,02:00:54,115.97,Debit,Failed,  Loan Payment - LN2023BRM000030  ,False,,2.5,,Automated,LN2023BRM000030,IND23000028,Personal Loan,standard_payment,False
TXNL20230000066,ACC0082720,2023-07-01,03:37:36,115.97,Debit,Completed,Loan Payment - LN2023BRM000030,False,,2.5,,Automated,LN2023BRM000030,IND23000028,Personal Loan,standard_payment,False
TXNL20230000067,ACC0082720,2023-08-01,03:55:01,115.97,Debit,Completed,Loan Payment - LN2023BRM000030,False,,2.5,,Automated,LN2023BRM000030,IND23000028,Personal Loan,standard_payment,False
TXNL20230000068,ACC0082720,2023-09-01,03:33:07,115.97,Debit,Completed,Loan Payment - LN2023BRM000030,False,,2.5,,Automated,LN2023BRM000030,IND23000028,Personal Loan,standard_payment,False
TXNL20230000069,ACC0082720,2023-10-01,03:06:07,115.97,Debit,Completed,Loan Payment - LN2023BRM000030,False,,2.5,,Automated,LN2023BRM000030,IND23000028,Personal Loan,standard_payment,False
TXNL20230000070,ACC0082720,2023-11-01,06:58:03,115.97,Debit,Completed,Loan Payment - LN2023BRM000030,True,,10.0,,Online,LN2023BRM000030,IND23000028,Personal Loan,standard_payment,False
TXNL20230000071,ACC0082720,2023-12-01,04:33:04,115.97,Debit,Completed,Loan Payment - LN2023BRM000030,False,,2.5,,Automated,LN2023BRM000030,IND23000028,Personal Loan,standard_payment,False
TXNL20230000072,ACC0080489,2023-11-27,02:24:58,25.39,Debit,Completed,Loan Payment - LN2023DIG000031,False,,2.5,,Automated,LN2023DIG000031,IND23000029,Personal Loan,standard_payment,False
TXNL20230000073,ACC0080489,2023-12-27,02:39:12,25.39,Debit,Completed,Loan Payment - LN2023DIG000031,False,,2.5,,Automated,LN2023DIG000031,IND23000029,Personal Loan,standard_payment,False
TXNL20230000074,ACC0077289,2023-12-02,04:30:39,101.15,Debit,Completed,Loan Payment - LN2023DIG000032,False,,2.5,,Automated,LN2023DIG000032,IND23000031,Personal Loan,standard_payment,False
TXNL20230000075,ACC0078432,2023-11-02,02:53:44,178.24,Debit,Completed,Loan Payment - LN2023BRM000033,False,,2.5,,Automated,LN2023BRM000033,IND23000035,Personal Loan,standard_payment,False
TXNL20230000076,ACC0078432,2023-12-02,04:55:00,178.24,Debit,Failed,Loan Payment - LN2023BRM000033,False,,2.5,,Automated,LN2023BRM000033,IND23000035,Personal Loan,standard_payment,False
TXNL20230000077,ACC0078432,2023-11-02,04:18:13,217.44,Debit,Completed,Loan Payment - LN2023APP000034,False,,2.5,,Automated,LN2023APP000034,IND23000035,Personal Loan,standard_payment,False
TXNL20230000078,ACC0078432,2023-12-02,03:17:11,217.44,Debit,Completed,Loan Payment - LN2023APP000034,False,,2.5,,Automated,LN2023APP000034,IND23000035,Personal Loan,standard_payment,False
TXNL20230000079,ACC0106727,2023-06-28,03:12:11,134.24,Debit,Completed,Loan Payment - LN2023APP000035,False,,2.5,,Automated,LN2023APP000035,IND23000036,Personal Loan,standard_payment,False
TXNL20230000080,ACC0106727,2023-07-28,03:12:51,134.24,Debit,Completed,Loan Payment - LN2023APP000035,False,,2.5,,Automated,LN2023APP000035,IND23000036,Personal Loan,standard_payment,False
TXNL20230000081,ACC0106727,2023-08-28,04:10:34,134.24,Debit,Completed,  Loan Payment - LN2023APP000035  ,False,,2.5,,Automated,LN2023APP000035,IND23000036,Personal Loan,standard_payment,False
TXNL20230000082,ACC0106727,2023-09-28,03:44:43,134.24,Debit,Completed,Loan Payment - LN2023APP000035,False,,2.5,,Automated,LN2023APP000035,IND23000036,Personal Loan,standard_payment,False
TXNL20230000083,ACC0106727,2023-10-28,02:53:26,134.24,Debit,Completed,Loan Payment - LN2023APP000035,False,,2.5,,Automated,LN2023APP000035,IND23000036,Personal Loan,standard_payment,False
TXNL20230000084,ACC0106727,2023-11-28,03:30:43,134.24,Debit,Completed,Loan Payment - LN2023APP000035,False,,2.5,,Automated,LN2023APP000035,IND23000036,Personal Loan,standard_payment,False
TXNL20230000085,ACC0106727,2023-12-28,04:37:42,134.24,Debit,Completed,Loan Payment - LN2023APP000035,False,,2.5,,Automated,LN2023APP000035,IND23000036,Personal Loan,standard_payment,False
TXNL20230000086,ACC0113629,2023-12-01,02:39:50,405.47,Debit,Completed,Loan Payment - LN2023DIG000038,False,,2.5,,Automated,LN2023DIG000038,IND23000039,Vehicle Loan,standard_payment,False
TXNL20230000087,ACC0113629,2023-11-02,04:56:27,382.3,Debit,Completed,Loan Payment - LN2023DIG000039,False,,2.5,,Automated,LN2023DIG000039,IND23000039,Personal Loan,standard_payment,False
TXNL20230000088,ACC0113629,2023-12-02,02:34:14,382.3,Debit,Completed,Loan Payment - LN2023DIG000039,False,,2.5,,Automated,LN2023DIG000039,IND23000039,Personal Loan,standard_payment,False
TXNL20230000089,ACC0084299,2023-11-28,02:30:32,69.92,Debit,Completed,Loan Payment - LN2023APP000040,False,,2.5,,Automated,LN2023APP000040,IND23000040,Vehicle Loan,standard_payment,False
TXNL20230000090,ACC0084299,2023-12-28,03:06:02,69.92,Debit,Completed,Loan Payment - LN2023APP000040,False,,2.5,,Automated,LN2023APP000040,IND23000040,Vehicle Loan,standard_payment,False
TXNL20230000091,ACC0080836,2023-06-02,03:18:16,224.51,Debit,Completed,Loan Payment - LN2023DIG000041,TRUE,,2.5,,Automated,LN2023DIG000041,IND23000041,Vehicle Loan,standard_payment,False
TXNL20230000092,ACC0080836,2023-07-02,02:22:27,224.51,Debit,Failed,Loan Payment - LN2023DIG000041,No,,2.5,,Automated,LN2023DIG000041,IND23000041,Vehicle Loan,standard_payment,False
TXNL20230000093,ACC0080836,2023-08-02,01:42:28,224.51,Debit,Completed,Loan Payment - LN2023DIG000041,False,,2.5,,Online,LN2023DIG000041,IND23000041,Vehicle Loan,standard_payment,False
TXNL20230000094,ACC0080836,2023-09-02,03:25:18,224.51,Debit,Completed,Loan Payment - LN2023DIG000041,False,,2.5,,Automated,LN2023DIG000041,IND23000041,Vehicle Loan,standard_payment,False
TXNL20230000095,ACC0080836,2023-10-02,02:40:51,224.51,Debit,Completed,Loan Payment - LN2023DIG000041,False,,2.5,,Automated,LN2023DIG000041,IND23000041,Vehicle Loan,standard_payment,False
TXNL20230000096,ACC0080836,2023-11-02,02:31:44,224.51,Debit,Completed,Loan Payment - LN2023DIG000041,False,,2.5,,Automated,LN2023DIG000041,IND23000041,Vehicle Loan,standard_payment,False
TXNL20230000097,ACC0080836,2023-12-02,02:44:48,224.51,Debit,Completed,Loan Payment - LN2023DIG000041,False,,2.5,,Automated,LN2023DIG000041,IND23000041,Vehicle Loan,standard_payment,False
TXNL20230000098,ACC0080836,2023-10-01,04:54:11,485.17,Debit,Completed,Loan Payment - LN2023DIG000042,False,,2.5,,Automated,LN2023DIG000042,IND23000041,Home Loan,standard_payment,False
TXNL20230000099,ACC0080836,2023-11-01,03:28:51,485.17,Debit,Completed,Loan Payment - LN2023DIG000042,False,,2.5,,Automated,LN2023DIG000042,IND23000041,Home Loan,standard_payment,False
TXNL20230000100,ACC0080836,2023-12-01,02:13:04,485.17,Debit,Completed,Loan Payment - LN2023DIG000042,False,,2.5,,Automated,LN2023DIG000042,IND23000041,Home Loan,standard_payment,False
 TXNL20230000101 ,ACC0106555,2023-07-28,04:48:02,437.02,Debit,Completed,Loan Payment - LN2023LMF000044,False,,2.5,,Automated,LN2023LMF000044,IND23000043,Home Loan,standard_payment,False
TXNL20230000102,ACC0106555,2023-08-28,03:05:42,437.02,Debit,Completed,Loan Payment - LN2023LMF000044,False,,2.5,,Automated,LN2023LMF000044,IND23000043,Home Loan,standard_payment,False
TXNL20230000103,ACC0106555,2023-09-28,03:00:50,437.02,Debit,Completed,Loan Payment - LN2023LMF000044,False,,2.5,,Automated,LN2023LMF000044,IND23000043,Home Loan,standard_payment,False
TXNL20230000104,ACC0106555,2023-10-28,02:59:10,437.02,Debit,Completed,Loan Payment - LN2023LMF000044,False,,2.5,,Automated,LN2023LMF000044,IND23000043,Home Loan,standard_payment,False
TXNL20230000105,ACC0106555,2023-11-28,02:05:10,437.02,Debit,Completed,Loan Payment - LN2023LMF000044,False,,$2.5,,Automated,LN2023LMF000044,IND23000043,Home Loan,standard_payment,False
TXNL20230000106,ACC0106555,2023-12-28,02:18:50,437.02,Debit,Completed,Loan Payment - LN2023LMF000044,False,,2.5,,Automated,LN2023LMF000044,IND23000043,Home Loan,standard_payment,False
TXNL20230000107,ACC0093246,2023-12-02,02:34:01,169.64,Debit,Completed,Loan Payment - LN2023BRM000045,False,,2.5,,Automated,LN2023BRM000045,IND23000045,Vehicle Loan,standard_payment,False
TXNL20230000108,ACC0153142,2023-08-01,06:48:43,319.99,Debit,Completed,Loan Payment - LN2023LMF000046,False,,2.5,,Online,LN2023LMF000046,IND23000046,Vehicle Loan,standard_payment,False
TXNL20230000109,ACC0153142,2023-09-01,06:32:00,319.99,Debit,Completed,Loan Payment - LN2023LMF000046,False,,2.5,,Mobile,LN2023LMF000046,IND23000046,Vehicle Loan,standard_payment,False
TXNL20230000110,ACC0153142,2023-10-01,03:01:04,319.99,Debit,Completed,Loan Payment - LN2023LMF000046,False,,2.5,,Automated,LN2023LMF000046,IND23000046,Vehicle Loan,standard_payment,False
TXNL20230000111,ACC0153142,2023-11-01,04:01:16,319.99,Debit,Completed,Loan Payment - LN2023LMF000046,False,,2.5,,Automated,LN2023LMF000046,IND23000046,Vehicle Loan,standard_payment,False
TXNL20230000112,ACC0153142,2023-12-01,12:30:70,335.99,Debit,Completed,Loan Payment - LN2023LMF000046- Late Payment (Fee: R16.0),False,,2.5,,Automated,LN2023LMF000046,IND23000046,Vehicle Loan,late_payment,False
TXNL20230000113,ACC0104512,2023-09-28,02:15:18,152.4,Debit,Completed,  Loan Payment - LN2023LMF000048  ,False,,2.5,,Online,LN2023LMF000048,IND23000050,Home Loan,standard_payment,False
TXNL20230000114,ACC0104512,2023-10-28,03:51:55,152.4,Debit,Completed,Loan Payment - LN2023LMF000048,False,,2.5,,Mobile,LN2023LMF000048,IND23000050,Home Loan,standard_payment,False
TXNL20230000115,ACC0104512,2023-11-28,06:40:41,152.4,Debit,Completed,Loan Payment - LN2023LMF000048,False,,2.5,,Online,LN2023LMF000048,IND23000050,Home Loan,standard_payment,False
TXNL20230000116,ACC0104512,2023-12-28,02:52:45,152.4,Debit,Completed,Loan Payment - LN2023LMF000048,False,,2.5,,Automated,LN2023LMF000048,IND23000050,Home Loan,standard_payment,False
TXNL20230000117,ACC0104781,2023-12-28,04:41:38,596.4,Debit,Failed,Loan Payment - LN2023BRK000050,False,,2.5,,Automated,LN2023BRK000050,IND23000051,Personal Loan,standard_payment,False
TXNL20230000118,ACC0083299,2023-04-26,03:18:52,293.04,Debit,Completed,Loan Payment - LN2023LMF000054- Extra Principal Payment,False,,2.5,,Automated,LN2023LMF000054,IND23000058,Personal Loan,extra_payment,False
TXNL20230000119,ACC0083299,2023-05-26,04:50:14,321.17,Debit,Completed,Loan Payment - LN2023LMF000054- Extra Principal Payment,False,,2.5,,Automated,LN2023LMF000054,IND23000058,Personal Loan,extra_payment,False
TXNL20230000120,ACC0083299,2023-06-26,02:23:21,209.61,Debit,Completed,Loan Payment - LN2023LMF000054,False,,2.5,,Automated,LN2023LMF000054,IND23000058,Personal Loan,standard_payment,False
TXNL20230000121,ACC0083299,2023-07-26,04:34:45,209.61,Debit,Completed,Loan Payment - LN2023LMF000054,False,,2.5,,Automated,LN2023LMF000054,IND23000058,Personal Loan,standard_payment,False
TXNL20230000122,ACC0083299,2023-08-26,02:50:18,209.61,Debit,Completed,Loan Payment - LN2023LMF000054,False,,2.5,,Automated,LN2023LMF000054,IND23000058,Personal Loan,standard_payment,False
TXNL20230000123,ACC0083299,2023-09-26,04:14:42,209.61,Debit,Completed,Loan Payment - LN2023LMF000054,False,,2.5,,Automated,LN2023LMF000054,IND23000058,Personal Loan,standard_payment,False
TXNL20230000124,ACC0083299,2023-10-26,03:34:16,220.09,Debit,Completed,Loan Payment - LN2023LMF000054- Late Payment (Fee: R10.48),False,,2.5,,Online,LN2023LMF000054,IND23000058,Personal Loan,late_payment,False
TXNL20230000125,ACC0083299,2023-11-26,03:45:19,209.61,Debit,Completed,Loan Payment - LN2023LMF000054,False,,2.5,,Automated,LN2023LMF000054,IND23000058,Personal Loan,standard_payment,False
TXNL20230000126,ACC0083299,2030-12-31,01:55:42,209.61,Debit,Completed,Loan Payment - LN2023LMF000054,False,,2.5,,Online,LN2023LMF000054,IND23000058,Personal Loan,standard_payment,False
TXNL20230000127,ACC0111747,2023-12-26,04:20:06,96.61,Debit,Completed,Loan Payment - LN2023BRK000058,False,,2.5,,Automated,LN2023BRK000058,IND23000063,Home Loan,standard_payment,False
TXNL20230000128,ACC0089642,2023-08-26,02:16:15,231.17,Debit,Completed,Loan Payment - LN2023LMF000059,False,,2.5,,Automated,LN2023LMF000059,IND23000066,Home Loan,standard_payment,False
TXNL20230000129,ACC0089642,2023-09-26,02:17:41,231.17,Debit,Failed,Loan Payment - LN2023LMF000059,False,,2.5,,Automated,LN2023LMF000059,IND23000066,Home Loan,standard_payment,False
TXNL20230000130,ACC0089642,2023-10-26,03:33:31,231.17,Debit,Completed,Loan Payment - LN2023LMF000059,False,,2.5,,Automated,LN2023LMF000059,IND23000066,Home Loan,standard_payment,False
TXNL20230000131,ACC0089642,2023-11-26,03:53:01,231.17,Debit,Completed,Loan Payment - LN2023LMF000059,False,,2.5,,Automated,LN2023LMF000059,IND23000066,Home Loan,standard_payment,False
TXNL20230000132,ACC0089642,2023-12-26,03:35:34,138.7,Debit,Completed,Loan Payment - LN2023LMF000059- Partial Payment,False,,2.5,,Automated,LN2023LMF000059,IND23000066,Home Loan,partial_payment,False
TXNL20230000133,ACC0089642,2023-08-28,04:59:20,187.75,Debit,Completed,Loan Payment - LN2023BRM000060,False,,2.5,,Automated,LN2023BRM000060,IND23000066,Vehicle Loan,standard_payment,False
TXNL20230000134,ACC0089642,2023-09-28,Invalid Time,187.75,Debit,Completed,Loan Payment - LN2023BRM000060,False,,2.5,,Automated,LN2023BRM000060,IND23000066,Vehicle Loan,standard_payment,False
TXNL20230000135,ACC0089642,2023-10-28,03:04:10,187.75,Debit,Completed,Loan Payment - LN2023BRM000060,False,,2.5,,Automated,LN2023BRM000060,IND23000066,Vehicle Loan,standard_payment,False
TXNL20230000136,ACC0089642,2023-11-28,04:57:48,197.14,Debit,Completed,Loan Payment - LN2023BRM000060- Late Payment (Fee: R9.39),False,,2.5,,Automated,LN2023BRM000060,IND23000066,Vehicle Loan,late_payment,False
