review_id,booking_id,customer_id,hotel_id,room_id,overall_rating,cleanliness_rating,staff_service_rating,comfort_rating,location_rating,value_rating,review_text,review_date,review_timestamp,platform,booking_status_at_review,helpfulness_score,helpful_votes,unhelpful_votes,total_votes,helpfulness_level,has_response,response_date,response_text,response_by,sentiment,review_length,verification_status,trip_type,created_at,updated_at
522c828b-b110-409c-ae86-2c816ae2616c,dbf01f0e-71bc-4aaa-a66a-3b33a5d1711d,C0001004142,71d501b8-dc26-48e3-820c-40ec6a01592e,55ab2566-094c-44a5-8742-03b57a8658d6,3.5,4,4,4,4,4,Room was clean but could use some updates. The amenities and service made it a great value. Outstanding service from check-in to check-out. Might consider returning if improvements are made.,2020-01-10,2020-01-10 00:00:00,Booking.com,CHECKED_OUT,0.7,16,7,23,helpful,False,,,,positive,190,Unverified,Family,2020-01-10 00:00:00,2020-01-10 00:25:00
eb3a3b8e-c305-480b-89d2-64d01e04907b,8a01d589-a6fd-41c0-81f7-9bbe8322ae6a,C0001004105,1ef1ff2b-5d99-4f4f-b516-95556b570964,1267531a-74ed-43ce-b34f-98c01b0333b4,3.0,3,3,3,3,3,"Too far from everything we wanted to do. Terrible service experience from start to finish. Unfortunately, we experienced broken equipment during our stay. Might consider returning if improvements are made.",2019-09-16,2019-09-16 00:00:00,Booking.com,CHECKED_OUT,0.84,0,0,0,helpful,False,,,,negative,205,Verified,Business,2019-09-16 00:00:00,2019-09-16 00:01:00
6bca8ec4-80bd-4589-8b04-4e3ffa9a96c7,60957d00-3003-43ec-bd3c-d39bbd6bbade,C0001001816,5f1314ae-58f3-4493-be83-66232a7424b4,88f65960-459e-4457-8d14-4191d8ff5801,2.5,2,2,2,2,2,Staff were helpful when we asked for assistance. Area felt unsafe especially at night. Would not recommend based on our experience.,2019-10-11,2019-10-11 00:00:00,Hotel Website,CHECKED_OUT,0.1,0,4,4,not_helpful,False,,,,negative,131,Unverified,Business,2019-10-11 00:00:00,2019-10-11 00:34:00
bd50432a-3c4f-4962-a97d-fe8297392053,c00db5e3-7de2-4333-bb6c-0d385eddcd2e,C0001003712,93f89bf5-e5f1-4f68-8656-09f7162e8235,5c49f8fd-68ed-4a41-ae44-6468b06e4659,2.5,2,2,2,2,2,"Bed was okay, room temperature was fine. Service was slow and unprofessional. Would not recommend based on our experience.",2019-05-09,2019-05-09 00:00:00,Hotel Website,NO_SHOW,0.4,1,3,4,somewhat_helpful,False,,,,neutral,122,Verified,Business,2019-05-09 00:00:00,2019-05-09 00:22:00
96a9e7e8-6068-4945-98c4-d44c0593d66a,12478710-f6c1-4178-b16b-5ff2a8262b02,C0001002991,2698433a-0c7a-410f-a90f-f5d2f51f7243,29f7fe2e-df22-4b2c-bd9e-fbaf716545a8,2.5,3,3,3,2,2,Definitely not worth the price we paid. Staff were polite and did their job. The bed was incredibly comfortable and we slept great. Would not recommend based on our experience.,2019-04-12,2019-04-12 00:00:00,Hotel Website,CHECKED_OUT,0.7,6,3,9,helpful,False,,,,negative,176,Verified,Family,2019-04-12 00:00:00,2019-04-12 00:39:00
f0d13b43-4977-4e99-9852-3c9aa120dd6a,bd02469e-3a10-4418-a0d8-cd2fd3e5161d,C0001004051,1f052317-a69e-443c-970a-d0ce7fdfee16,7e296129-7a63-44a3-9ef0-6927115c07ef,3.5,4,2,3,3,2,One of the cleanest hotels I've ever stayed at. Service was slow and unprofessional.,2019-06-01,2019-06-01 00:00:00,Hotel Website,CHECKED_OUT,0.1,3,29,32,not_helpful,True,2019-06-05,Thank you for your feedback. We're glad you enjoyed aspects of your stay.,Guest Relations,positive,84,Verified,Family,2019-06-01 00:00:00,2019-06-01 00:01:00
cc2d54fc-06b3-4b5e-b03c-e570f2fdb17f,d92c7e34-03d4-4029-94ea-552f072c2f03,C0001000539,2698433a-0c7a-410f-a90f-f5d2f51f7243,1ed3dd9c-b7d4-43fc-87c2-16e288667bf2,5.0,5,5,5,5,5,The cleanliness was outstanding throughout our stay. Location was inconvenient and noisy. We will definitely be returning! Would recommend to friends and family.,2019-05-03,2019-05-03 00:00:00,Booking.com,CHECKED_OUT,0.9099999999999999,40,5,45,helpful,False,,,,positive,161,Unverified,Family,2019-05-03 00:00:00,2019-05-03 00:59:00
aac58818-0ae7-408c-ad8c-960346141e1e,25ab3f81-b6cf-4192-a4ce-860c062f549b,C0001002046,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,3b75e8f4-97f8-49f2-a38b-956efb90bca1,2.5,1,1,1,2,2,"Poor value compared to alternatives. Service was slow and unprofessional. Room felt cramped and poorly designed. Unfortunately, we experienced mold during our stay.",2019-05-14,2019-05-14 00:00:00,Hotel Website,CHECKED_OUT,0.7,21,9,30,helpful,False,,,,positive,164,Verified,Leisure,2019-05-14 00:00:00,2019-05-14 00:31:00
e61b6c44-cc38-45a7-b277-a8f2df99aee6,5bbe09c5-eafc-4b61-a912-fb01abf09767,C0001001855,5f1314ae-58f3-4493-be83-66232a7424b4,d30704d6-9429-4b9d-a52c-4072b27b8053,3.0,2,3,1,3,1,"Room felt cramped and poorly designed. Housekeeping missed several spots during cleaning. Service was slow and unprofessional. Unfortunately, we experienced street noise during our stay. Might consider returning if improvements are made.",2019-06-01,2019-06-01 00:00:00,Hotel Website,CHECKED_OUT,0.48,1,2,3,somewhat_helpful,False,,,,neutral,237,Verified,Leisure,2019-06-01 00:00:00,2019-06-01 00:16:00
c64d7cb9-dccd-4ef7-81cd-cc3af0048870,2f036c7e-632a-4f65-a0a1-e675e1dfb346,C0001002234,3ecfc097-5a1c-4e7a-af27-4c9d1640128e,7f17d841-607d-41b9-a408-d202ba7d1a36,5.0,5,4,5,5,5,The concierge was incredibly knowledgeable and helpful. Loved the area - felt safe and had great views. We will definitely be returning!,2019-07-09,2019-07-09 00:00:00,Expedia,CHECKED_OUT,0.9099999999999999,38,4,42,helpful,False,,,,neutral,136,Unverified,Leisure,2019-07-09 00:00:00,2019-07-09 00:07:00
4fdbacf4-3dbc-4c21-bcc6-ac105cd73122,c8341b63-ed56-47d8-a5f6-938e73a5b67f,C0001000946,5b08fb70-0e9e-4581-9704-6f2ad41af4da,c54f88d1-7701-447e-8734-6d0d698edf20,4.0,4,4,4,4,4,Worth every penny for the experience we had. Housekeeping did an excellent job keeping everything tidy. Outstanding service from check-in to check-out. Would recommend to friends and family.,2019-04-01,2019-04-01 00:00:00,Hotel Website,CHECKED_OUT,0.7,6,3,9,helpful,True,2019-04-02,We appreciate your kind words and look forward to welcoming you back soon.,Hotel Manager,positive,190,Verified,Family,2019-04-01 00:00:00,2019-04-01 00:49:00
cb8808b1-1688-42c5-a786-f24aea5083b9,cb464bb8-f935-463d-b91c-2c4b2ba60de1,C0001002852,cc3acdad-11d2-445b-97ab-817695d9c105,99b541ab-ab33-467c-b280-fbe49d1ea37e,3.5,3,3,4,2,2,Definitely not worth the price we paid. Staff were present but not particularly engaging. Might consider returning if improvements are made.,2019-09-10,2019-09-10 00:00:00,Hotel Website,CHECKED_OUT,0.4,16,25,41,somewhat_helpful,False,,,,positive,140,Verified,Family,2019-09-10 00:00:00,2019-09-10 00:26:00
1dc9e3ee-2b81-438b-a907-558a0310f7ca,3e647068-314f-4aa3-b4c0-ccc21b9b3267,C0001000371,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,67798d73-6e90-478e-8e0d-6de2bf743362,3.5,4,4,3,2,3,Room served its purpose for sleeping. Exceptionally friendly and helpful staff at every turn. Might consider returning if improvements are made.,2019-02-28,2019-02-28 00:00:00,Hotel Website,CHECKED_OUT,0.1,4,43,47,not_helpful,False,,,,positive,144,Verified,Leisure,2019-02-28 00:00:00,2019-02-28 00:21:00
b9d33a3d-2ba5-4c5d-966e-183101a6b04f,337fba1c-a8fd-4eff-ba01-ac49fce8a1f1,C0001001173,cc3acdad-11d2-445b-97ab-817695d9c105,bc478636-6e4b-448d-8ac1-f3625a89557d,3.5,2,4,2,2,1,The concierge was incredibly knowledgeable and helpful. Housekeeping did an excellent job keeping everything tidy. Loved the comfortable bedding and peaceful atmosphere. Might consider returning if improvements are made.,2019-08-19,2019-08-19 00:00:00,Booking.com,CHECKED_OUT,0.48,5,7,12,somewhat_helpful,False,,,,positive,220,Verified,Family,2019-08-19 00:00:00,2019-08-19 00:49:00
844893b0-dbb6-4980-a0ca-70fb8bb5447d,64fe49da-9522-4f0c-a057-53329bd1efb8,C0001003413,558507fd-547a-4b3d-a9a7-d15f573034fe,143bf24d-df64-43e6-93e4-3860008cf782,4.5,4,5,4,4,4,Great neighborhood with plenty of dining options nearby. One of the cleanest hotels I've ever stayed at. Perfectly comfortable for both work and relaxation. One of our best hotel experiences ever. Would recommend to friends and family.,2019-07-24,2019-07-24 00:00:00,Google Reviews,CHECKED_OUT,0.48,18,20,38,somewhat_helpful,False,,,,positive,235,Unverified,Family,2019-07-24 00:00:00,2019-07-24 00:01:00
e075d9ad-cbf0-43b6-b967-6134baa5532a,ccce9214-73c8-4916-9197-e512fe8c1ccc,C0001002446,cc3acdad-11d2-445b-97ab-817695d9c105,24dd8626-b92c-4cc5-a14a-1769f1ae9452,1.5,2,1,2,2,1,Front desk was rude when we had questions. Overpriced for the quality provided. Found stains and dust in several areas. Would not recommend based on our experience.,2019-07-29,2019-07-29 00:00:00,TripAdvisor,CHECKED_OUT,0.9,34,4,38,very_helpful,False,,,,positive,164,Verified,Couple,2019-07-29 00:00:00,2019-07-29 00:49:00
472fe03c-09f9-4e6d-b930-cfb4d5c2bbd0,b463c9b4-ee84-433a-870d-f2f14591bebc,C0001001606,5f1314ae-58f3-4493-be83-66232a7424b4,c514e5e5-de91-4f23-84e2-f624b4771eb6,4.5,4,4,4,4,4,The staff went above and beyond to make our stay perfect. Price was fair for what we received. Highly recommended to anyone visiting the area. Would recommend to friends and family.,2019-07-02,2019-07-02 00:00:00,Booking.com,CANCELLED,0.7,22,10,32,helpful,False,,,,positive,181,Verified,Family,2019-07-02 00:00:00,2019-07-02 00:36:00
eb988611-4a56-4401-aa91-dd7325328fe7,c8137644-da7a-4ab2-90cb-069bd1bc44c0,C0001002804,1f052317-a69e-443c-970a-d0ce7fdfee16,a99d6bd1-8b50-43a6-8043-b882818a621b,2.0,2,1,2,1,1,"Staff seemed indifferent and unhelpful. Poor value compared to alternatives. Unfortunately, we experienced broken equipment during our stay. Would not recommend based on our experience.",2019-12-21,2019-12-21 00:00:00,TripAdvisor,CHECKED_OUT,0.4,7,12,19,somewhat_helpful,False,,,,negative,185,Verified,Business,2019-12-21 00:00:00,2019-12-21 00:16:00
94cf7616-c6dc-4aea-9d65-190064dec79e,199d6bfe-ef00-400d-b4be-db17f8212bab,C0001004148,15169fca-5f59-4bd3-8909-6ae505821ea0,ea1ddd3a-8c43-47bd-8fad-a31d5610e72c,4.5,4,4,4,4,4,One of the cleanest hotels I've ever stayed at. The room was cozy and had everything we needed. Perfect base for exploring the city. One of our best hotel experiences ever.,2019-09-13,2019-09-13 00:00:00,Hotel Website,CHECKED_OUT,0.4,2,3,5,somewhat_helpful,False,,,,positive,172,Verified,Leisure,2019-09-13 00:00:00,2019-09-13 00:53:00
b56d2f37-f1cb-4561-a5b3-c705cfb145e6,67f401b0-9e13-4831-9070-3113874fbf52,C0001000854,5b08fb70-0e9e-4581-9704-6f2ad41af4da,2b023470-8986-426a-a00a-ca58a3746b57,4.5,4,4,4,4,4,The amenities and service made it a great value. The staff went above and beyond to make our stay perfect. One of our best hotel experiences ever. Would recommend to friends and family.,2019-08-12,2019-08-12 00:00:00,Booking.com,CHECKED_OUT,0.7,14,6,20,helpful,False,,,,positive,185,Verified,Family,2019-08-12 00:00:00,2019-08-12 00:14:00
ba0a29bb-64f2-47cd-9bd4-53e9ab06a8d4,b2b27594-2664-4168-b3fc-299aa05bae54,C0001003771,1ef1ff2b-5d99-4f4f-b516-95556b570964,9d17163b-fe73-4426-9a71-e6cca959cdf6,4.5,4,4,5,5,4,Perfect base for exploring the city. The room was spotless and very well maintained. Loved the comfortable bedding and peaceful atmosphere. Exceeded all our expectations. Would recommend to friends and family.,2019-04-23,2019-04-23 00:00:00,Expedia,CHECKED_OUT,0.12,4,36,40,not_helpful,False,,,,negative,209,Verified,Couple,2019-04-23 00:00:00,2019-04-23 00:23:00
63ad1047-e2d3-4300-a0c5-67f673d9c706,a760e587-783c-414d-9464-a13e88687b65,C0001003508,cc3acdad-11d2-445b-97ab-817695d9c105,e0162ba9-fa64-4c67-a1bb-69ffba3672ac,1.5,2,1,2,2,1,"Constant traffic noise made it hard to sleep. Would not recommend based on value. Unfortunately, we experienced mistakes during our stay.",2019-02-25,2019-02-25 00:00:00,Booking.com,CHECKED_OUT,0.7,25,11,36,helpful,False,,,,negative,137,Verified,Couple,2019-02-25 00:00:00,2019-02-25 00:37:00
2d02f6ff-f4ea-4006-8389-a29ccc037f8c,4ac2d3bd-a623-4ea4-9c25-57ed354303c4,C0001003236,82958c98-18a5-4f9a-9695-04f292b4abb2,0792c5c1-61b0-42a0-a3f6-999c6d4eeb54,4.0,4,4,4,4,4,Location was inconvenient and noisy. Exceptionally friendly and helpful staff at every turn. One of the cleanest hotels I've ever stayed at. Would recommend to friends and family.,2019-08-09,2019-08-09 00:00:00,Expedia,CHECKED_OUT,0.7,16,7,23,helpful,False,,,,positive,179,Verified,Family,2019-08-09 00:00:00,2019-08-09 00:59:00
b2622cb7-ef9d-4e77-b8a9-1c57d3b7257a,16074faa-95cd-4869-87dc-f9a0aa7aea15,C0001001136,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,68425fb8-1de5-490f-8b39-3e1af6d7e8bc,3.5,4,3,4,5,4,Service was adequate but nothing exceptional. Very comfortable room with perfect temperature control. Great neighborhood with plenty of dining options nearby. Might consider returning if improvements are made.,2019-07-15,2019-07-15 00:00:00,Other,CHECKED_OUT,0.48,7,9,16,somewhat_helpful,False,,,,positive,209,Verified,Couple,2019-07-15 00:00:00,2019-07-15 00:46:00
858926d2-8ba8-448c-9d1c-75357e22f66e,a2a730d1-ef08-4ddb-a9f1-75a0b22ff1ba,C0001002633,1f052317-a69e-443c-970a-d0ce7fdfee16,765cadeb-229f-4323-812a-556e6d86aa65,4.5,5,5,5,4,5,One of the cleanest hotels I've ever stayed at. Outstanding service from check-in to check-out. The amenities and service made it a great value. We will definitely be returning! Would recommend to friends and family.,2019-07-15,2019-07-15 00:00:00,Hotel Website,CHECKED_OUT,0.48,2,4,6,somewhat_helpful,False,,,,positive,216,Verified,Family,2019-07-15 00:00:00,2019-07-15 00:40:00
1de30a26-436c-47e9-badc-6485dd7f041c,295f9e96-fcb2-4343-a09a-70a72241b940,C0001003227,1f54f7fa-2970-49c4-802b-105de2e71374,09ba891b-3867-4a11-baca-e84c0adbabd3,4.5,5,5,5,4,5,Perfectly comfortable for both work and relaxation. Loved the area - felt safe and had great views. Already planning our next visit. Would recommend to friends and family.,2019-12-27,2019-12-27 00:00:00,Booking.com,CHECKED_OUT,0.1,2,24,26,not_helpful,False,,,,positive,171,Unverified,Leisure,2019-12-27 00:00:00,2019-12-27 00:01:00
9165c7b9-e29d-4fa2-8abd-fc99c84d0497,55351189-d4a6-44ce-900e-90e0beea0f24,C0001002065,5b08fb70-0e9e-4581-9704-6f2ad41af4da,4d76302b-9c9a-4069-82de-4d5a0b9fae56,5.0,5,5,5,5,5,Great value compared to other hotels in the area. Impeccably clean with attention to every detail. Very comfortable room with perfect temperature control. Already planning our next visit. Would recommend to friends and family.,2019-07-28,2019-07-28 00:00:00,Agoda,CHECKED_OUT,0.624,15,10,25,somewhat_helpful,False,,,,neutral,226,Unverified,Family,2019-07-28 00:00:00,2019-07-28 00:53:00
742cdf28-a52a-4081-809f-0dc1ac7922c8,61389911-a41b-4086-9145-5e61f2a1fab0,C0001003470,1f54f7fa-2970-49c4-802b-105de2e71374,bfc359d3-2e8a-4e3d-841e-63d941b73aaf,5.0,5,5,5,5,5,The bed was incredibly comfortable and we slept great. Impeccably clean with attention to every detail. Highly recommended to anyone visiting the area. Would recommend to friends and family.,2019-03-03,2019-03-03 00:00:00,Expedia,CHECKED_OUT,0.9099999999999999,35,4,39,helpful,False,,,,positive,190,Verified,Leisure,2019-03-03 00:00:00,2019-03-03 00:20:00
b7cf0890-e245-4cee-b0b3-39b697c19dc2,5c3dc051-dfd6-4caf-9db1-311943b5f458,C0001000220,5f1314ae-58f3-4493-be83-66232a7424b4,4732e0a1-bf0f-44e2-998b-ca2de01fcf29,4.0,4,4,3,4,3,The bed was uncomfortable and we had trouble sleeping. Decent value but could be better.,2019-03-29,2019-03-29 00:00:00,Booking.com,CHECKED_OUT,0.1,3,35,38,not_helpful,False,,,,positive,88,Verified,Leisure,2019-03-29 00:00:00,2019-03-29 00:02:00
eb4de504-f725-4166-8144-8e0772f2c405,0d74a953-af18-4bcd-83e4-9b20a4dcf47c,C0001003256,f86b921c-ec95-46d3-9613-0c7ef41988dd,96b916fb-7079-4bbd-920e-3bd75dd619b6,4.5,4,5,4,5,4,Perfect base for exploring the city. Perfectly comfortable for both work and relaxation. One of our best hotel experiences ever. Would recommend to friends and family.,2019-03-21,2019-03-21 00:00:00,Hotel Website,CHECKED_OUT,0.4,0,1,1,somewhat_helpful,False,,,,positive,167,Verified,Leisure,2019-03-21 00:00:00,2019-03-21 00:01:00
80da5fcb-0949-45ea-bc5e-483117ec69ce,222d196a-526e-4358-8c12-f460deec5958,C0001004397,558507fd-547a-4b3d-a9a7-d15f573034fe,8273b0b7-d708-4db6-82af-3d3ab6d700fc,4.5,4,4,4,4,4,Housekeeping did an excellent job keeping everything tidy. Staff made us feel like VIPs throughout our stay. Great neighborhood with plenty of dining options nearby. One of our best hotel experiences ever. Would recommend to friends and family.,2019-12-08,2019-12-08 00:00:00,Google Reviews,CHECKED_OUT,0.48,23,26,49,somewhat_helpful,False,,,,positive,244,Verified,Family,2019-12-08 00:00:00,2019-12-08 00:57:00
c7dcbdb0-bf9f-44a0-9c0f-c42319fbe57c,580cb48f-f67c-4446-90f1-ad584e52b766,C0001000423,2698433a-0c7a-410f-a90f-f5d2f51f7243,99753a99-5aa1-4493-9edf-414bc7886a03,2.5,3,1,1,2,2,"Service was slow and unprofessional. Poor value compared to alternatives. Location was convenient but nothing special. Unfortunately, we experienced uncomfortable bed during our stay. Would not recommend based on our experience.",2019-06-26,2019-06-26 00:00:00,Hotel Website,CHECKED_OUT,1.0,9,0,9,very_helpful,False,,,,negative,228,Verified,Leisure,2019-06-26 00:00:00,2019-06-26 00:28:00
c097a594-e259-4e46-acde-92a1cfe68cd2,d439777a-8ad7-4f53-b924-c4d2934c90cc,C0001001192,2698433a-0c7a-410f-a90f-f5d2f51f7243,c1fd93e7-3647-43c4-bd95-bf85e19fd604,4.5,4,4,5,5,4,Great neighborhood with plenty of dining options nearby. Staff made us feel like VIPs throughout our stay. The room was cozy and had everything we needed. Highly recommended to anyone visiting the area. Would recommend to friends and family.,2019-11-24,2019-11-24 00:00:00,Hotel Website,CHECKED_OUT,0.48,3,4,7,somewhat_helpful,False,,,,positive,241,Verified,Leisure,2019-11-24 00:00:00,2019-11-24 00:04:00
4889cc04-eb64-49bd-8524-7ced6452cecc,6b7320e9-efbe-49fa-97d8-57d621005e40,C0001002673,f86b921c-ec95-46d3-9613-0c7ef41988dd,2a2d58fa-3824-41d9-80c8-4a315e11d5a6,4.5,5,4,5,5,5,Excellent value for the quality provided. Outstanding service from check-in to check-out. One of our best hotel experiences ever.,2019-04-17,2019-04-17 00:00:00,TripAdvisor,CHECKED_OUT,0.1,1,12,13,not_helpful,False,,,,positive,129,Verified,Leisure,2019-04-17 00:00:00,2019-04-17 00:53:00
66c6fe5d-083a-4440-8cfe-f7d0198017c0,004f818d-602c-4b48-b691-30667eb27c7c,C0001003139,5a9e196b-0b2e-4885-b4a5-6e0ca34a447f,ed91839a-7aef-43b6-92a7-31fd9589aa3a,1.0,1,2,1,1,1,"Found stains and dust in several areas. Constant traffic noise made it hard to sleep. Unfortunately, we experienced poor wifi during our stay. Would not recommend based on our experience.",2019-02-10,2019-02-10 00:00:00,Booking.com,CHECKED_OUT,0.9099999999999999,10,1,11,helpful,False,,,,negative,187,Unverified,Leisure,2019-02-10 00:00:00,2019-02-10 00:40:00
fdb60795-d501-4909-a60f-36acc601f6f5,ec3e1ea3-a934-4ae4-911d-284e545370eb,C0001004334,8ec63e15-9beb-4b53-bef8-eabde12f3b69,ae4287c4-5fe5-4874-8525-923275fc25bf,5.0,5,5,5,5,5,Perfect location with easy access to everything. The room was spotless and very well maintained. We will definitely be returning! Would recommend to friends and family.,2019-05-04,2019-05-04 00:00:00,Hotel Website,CHECKED_OUT,0.52,20,20,40,somewhat_helpful,False,,,,positive,168,Verified,Business,2019-05-04 00:00:00,2019-05-04 00:19:00
1b225809-6995-4af2-91a1-e270904b03af,f2b6446e-fecd-4b65-865c-7c4dfa91dcdd,C0001001542,2698433a-0c7a-410f-a90f-f5d2f51f7243,02bc19a7-6fa9-4e02-ad2f-01e849daec0c,4.5,5,4,5,5,5,The room was spotless and very well maintained. Exceptionally friendly and helpful staff at every turn. The room was cozy and had everything we needed. Already planning our next visit.,2019-07-09,2019-07-09 00:00:00,Booking.com,CHECKED_OUT,0.4,0,0,0,somewhat_helpful,False,,,,positive,184,Verified,Business,2019-07-09 00:00:00,2019-07-09 00:42:00
